,Date_reported,New_cases
192,2020-07-13,234
193,2020-07-14,169
194,2020-07-15,114
195,2020-07-16,162
196,2020-07-17,230
197,2020-07-18,231
198,2020-07-19,249
199,2020-07-20,218
200,2020-07-21,190
201,2020-07-22,128
202,2020-07-23,280
203,2020-07-24,306
204,2020-07-25,252
205,2020-07-26,274
206,2020-07-27,254
207,2020-07-28,168
208,2020-07-29,202
209,2020-07-30,288
210,2020-07-31,382
211,2020-08-01,379
212,2020-08-02,295
213,2020-08-03,238
214,2020-08-04,159
215,2020-08-05,190
216,2020-08-06,384
217,2020-08-07,401
218,2020-08-08,552
219,2020-08-09,347
220,2020-08-10,463
221,2020-08-11,259
222,2020-08-12,412
223,2020-08-13,476
224,2020-08-14,522
225,2020-08-15,574
226,2020-08-16,629
227,2020-08-17,477
228,2020-08-18,320
229,2020-08-19,401
230,2020-08-20,642
231,2020-08-21,840
232,2020-08-22,947
233,2020-08-23,1071
234,2020-08-24,1209
235,2020-08-25,953
236,2020-08-26,876
237,2020-08-27,1366
238,2020-08-28,1409
239,2020-08-29,1460
240,2020-08-30,1444
241,2020-08-31,1365
242,2020-09-01,996
243,2020-09-02,975
244,2020-09-03,1326
245,2020-09-04,1397
246,2020-09-05,1732
247,2020-09-06,1693
248,2020-09-07,1297
249,2020-09-08,1150
250,2020-09-09,1369
251,2020-09-10,1430
252,2020-09-11,1597
253,2020-09-12,1616
254,2020-09-13,1501
255,2020-09-14,1456
256,2020-09-15,1008
257,2020-09-16,1229
258,2020-09-17,1452
259,2020-09-18,1583
260,2020-09-19,1907
261,2020-09-20,1637
262,2020-09-21,1587
263,2020-09-22,1350
264,2020-09-23,1391
265,2020-09-24,1640
266,2020-09-25,1786
267,2020-09-26,1912
268,2020-09-27,1869
269,2020-09-28,1766
270,2020-09-29,1494
271,2020-09-30,1647
272,2020-10-01,1850
273,2020-10-02,2548
274,2020-10-03,2499
275,2020-10-04,2843
276,2020-10-05,2578
277,2020-10-06,2257
278,2020-10-07,2677
279,2020-10-08,3677
280,2020-10-09,4458
281,2020-10-10,5372
282,2020-10-11,5724
283,2020-10-12,5456
284,2020-10-13,4619
285,2020-10-14,5898
286,2020-10-15,7332
287,2020-10-16,8803
288,2020-10-17,10009
289,2020-10-18,10925
290,2020-10-19,11705
291,2020-10-20,9337
292,2020-10-21,10871
293,2020-10-22,15199
294,2020-10-23,16078
295,2020-10-24,19143
296,2020-10-25,19640
297,2020-10-26,21273
298,2020-10-27,17007
299,2020-10-28,21989
300,2020-10-29,24988
301,2020-10-30,26829
302,2020-10-31,31079
303,2020-11-01,31756
304,2020-11-02,29905
305,2020-11-03,22253
306,2020-11-04,28241
307,2020-11-05,30548
308,2020-11-06,34502
309,2020-11-07,37802
310,2020-11-08,39809
311,2020-11-09,32614
312,2020-11-10,25269
313,2020-11-11,35090
314,2020-11-12,32961
315,2020-11-13,37977
316,2020-11-14,40902
317,2020-11-15,37249
318,2020-11-16,33977
319,2020-11-17,27352
320,2020-11-18,32191
321,2020-11-19,34280
322,2020-11-20,36176
323,2020-11-21,37239
324,2020-11-22,34764
325,2020-11-23,28337
326,2020-11-24,22927
327,2020-11-25,23227
328,2020-11-26,25852
329,2020-11-27,29001
330,2020-11-28,28342
331,2020-11-29,26315
332,2020-11-30,20646
333,2020-12-01,16376
334,2020-12-02,19347
335,2020-12-03,20709
336,2020-12-04,23219
337,2020-12-05,24110
338,2020-12-06,21052
339,2020-12-07,18887
340,2020-12-08,13679
341,2020-12-09,14837
342,2020-12-10,12755
343,2020-12-11,16998
344,2020-12-12,18726
345,2020-12-13,19902
346,2020-12-14,17937
347,2020-12-15,12025
348,2020-12-16,14839
349,2020-12-17,17568
350,2020-12-18,18233
351,2020-12-19,15401
352,2020-12-20,16305
353,2020-12-21,15102
354,2020-12-22,10869
355,2020-12-23,13316
356,2020-12-24,13908
357,2020-12-25,18039
358,2020-12-26,19037
359,2020-12-27,10429
360,2020-12-28,8913
361,2020-12-29,8581
362,2020-12-30,11210
363,2020-12-31,16202
364,2021-01-01,23477
365,2021-01-02,22210
366,2021-01-03,11825
367,2021-01-04,14245
368,2021-01-05,10798
369,2021-01-06,15375
370,2021-01-07,20326
371,2021-01-08,18416
372,2021-01-09,17529
373,2021-01-10,19976
374,2021-01-11,18625
375,2021-01-12,12530
376,2021-01-13,14242
377,2021-01-14,15773
378,2021-01-15,17243
379,2021-01-16,16144
380,2021-01-17,16310
381,2021-01-18,12544
382,2021-01-19,8825
383,2021-01-20,10496
384,2021-01-21,13568
385,2021-01-22,14055
386,2021-01-23,13633
387,2021-01-24,13331
388,2021-01-25,11628
389,2021-01-26,8559
390,2021-01-27,10584
391,2021-01-28,15191
392,2021-01-29,14360
393,2021-01-30,13563
394,2021-01-31,12713
395,2021-02-01,11249
396,2021-02-02,7925
397,2021-02-03,9651
398,2021-02-04,13182
399,2021-02-05,13656
400,2021-02-06,14213
401,2021-02-07,13439
402,2021-02-08,11640
403,2021-02-09,7969
404,2021-02-10,10612
405,2021-02-11,12947
406,2021-02-12,15137
407,2021-02-13,13893
408,2021-02-14,13523
409,2021-02-15,11060
410,2021-02-16,7344
411,2021-02-17,10368
412,2021-02-18,12066
413,2021-02-19,13755
414,2021-02-20,15470
415,2021-02-21,14914
416,2021-02-22,13450
417,2021-02-23,9617
418,2021-02-24,13299
419,2021-02-25,16402
420,2021-02-26,19871
421,2021-02-27,20488
422,2021-02-28,18902
423,2021-03-01,17440
424,2021-03-02,13106
425,2021-03-03,17063
426,2021-03-04,20840
427,2021-03-05,22845
428,2021-03-06,24010
429,2021-03-07,23633
430,2021-03-08,20724
431,2021-03-09,13882
432,2021-03-10,19725
433,2021-03-11,22275
434,2021-03-12,25649
435,2021-03-13,26790
436,2021-03-14,26031
437,2021-03-15,21304
438,2021-03-16,15252
439,2021-03-17,20376
440,2021-03-18,23040
441,2021-03-19,24901
442,2021-03-20,25707
443,2021-03-21,23913
444,2021-03-22,20045
445,2021-03-23,24501
446,2021-03-24,18739
447,2021-03-25,21246
448,2021-03-26,23783
449,2021-03-27,23974
450,2021-03-28,23771
451,2021-03-29,19604
452,2021-03-30,12900
453,2021-03-31,16051
454,2021-04-01,22499
455,2021-04-02,23639
456,2021-04-03,21917
457,2021-04-04,21247
458,2021-04-05,18017
459,2021-04-06,10680
460,2021-04-07,7763
461,2021-04-08,13686
462,2021-04-09,17209
463,2021-04-10,18924
464,2021-04-11,17551
465,2021-04-12,15737
466,2021-04-13,9780
467,2021-04-14,13439
468,2021-04-15,16160
469,2021-04-16,16963
470,2021-04-17,15923
471,2021-04-18,15364
472,2021-04-19,12688
473,2021-04-20,8863
474,2021-04-21,12069
475,2021-04-22,13836
476,2021-04-23,16046
477,2021-04-24,14758
478,2021-04-25,13814
479,2021-04-26,13157
480,2021-04-27,8440
481,2021-04-28,10398
482,2021-04-29,13382
483,2021-04-30,14314
484,2021-05-01,13445
485,2021-05-02,12964
486,2021-05-03,9145
487,2021-05-04,5946
488,2021-05-05,9113
489,2021-05-06,10579
490,2021-05-07,11798
491,2021-05-08,10549
492,2021-05-09,10174
493,2021-05-10,8289
494,2021-05-11,5077
495,2021-05-12,6943
496,2021-05-13,7848
497,2021-05-14,8082
498,2021-05-15,7562
499,2021-05-16,6652
500,2021-05-17,5748
501,2021-05-18,3454
502,2021-05-19,4449
503,2021-05-20,5500
504,2021-05-21,5736
505,2021-05-22,5215
506,2021-05-23,4714
507,2021-05-24,3993
508,2021-05-25,2489
509,2021-05-26,3220
510,2021-05-27,3935
511,2021-05-28,4143
512,2021-05-29,3737
513,2021-05-30,3348
514,2021-05-31,2948
515,2021-06-01,1818
516,2021-06-02,2483
517,2021-06-03,2896
518,2021-06-04,1963
519,2021-06-05,2556
520,2021-06-06,2434
521,2021-06-07,2275
522,2021-06-08,1270
523,2021-06-09,1894
524,2021-06-10,2198
525,2021-06-11,2078
526,2021-06-12,1892
527,2021-06-13,1722
528,2021-06-14,1390
529,2021-06-15,907
530,2021-06-16,1253
531,2021-06-17,1400
532,2021-06-18,1323
533,2021-06-19,1147
534,2021-06-20,1193
535,2021-06-21,881
536,2021-06-22,484
537,2021-06-23,834
538,2021-06-24,1140
539,2021-06-25,266
540,2021-06-26,751
541,2021-06-27,838
542,2021-06-28,780
543,2021-06-29,387
544,2021-06-30,677
545,2021-07-01,776
546,2021-07-02,879
547,2021-07-03,794
548,2021-07-04,929
549,2021-07-05,806
550,2021-07-06,480
551,2021-07-07,907
552,2021-07-08,1010
553,2021-07-09,1391
554,2021-07-10,1386
555,2021-07-11,1394
556,2021-07-12,1391
557,2021-07-13,887
558,2021-07-14,1530
559,2021-07-15,2153
560,2021-07-16,2473
561,2021-07-17,2895
562,2021-07-18,3118
563,2021-07-19,3126
564,2021-07-20,2070
565,2021-07-21,3555
566,2021-07-22,4254
567,2021-07-23,5056
568,2021-07-24,5142
569,2021-07-25,5138
570,2021-07-26,4742
571,2021-07-27,3115
572,2021-07-28,4516
573,2021-07-29,5693
574,2021-07-30,6167
575,2021-07-31,6613
576,2021-08-01,6509
577,2021-08-02,5320
578,2021-08-03,3185
579,2021-08-04,4841
580,2021-08-05,6590
581,2021-08-06,7224
582,2021-08-07,6599
583,2021-08-08,6897
584,2021-08-09,5733
585,2021-08-10,4200
586,2021-08-11,5624
587,2021-08-12,6921
588,2021-08-13,7267
589,2021-08-14,7398
590,2021-08-15,7181
591,2021-08-16,5661
592,2021-08-17,3669
593,2021-08-18,5268
594,2021-08-19,7159
595,2021-08-20,7240
596,2021-08-21,7220
597,2021-08-22,7466
598,2021-08-23,5922
599,2021-08-24,4166
600,2021-08-25,6078
601,2021-08-26,7539
602,2021-08-27,7215
603,2021-08-28,7823
604,2021-08-29,6858
605,2021-08-30,5954
606,2021-08-31,4253
607,2021-09-01,5492
608,2021-09-02,6496
609,2021-09-03,6754
610,2021-09-04,6729
611,2021-09-05,6156
612,2021-09-06,5314
613,2021-09-07,3347
614,2021-09-08,4715
615,2021-09-09,5921
616,2021-09-10,5518
617,2021-09-11,5617
618,2021-09-12,5191
619,2021-09-13,4664
620,2021-09-14,2792
621,2021-09-15,4009
622,2021-09-16,4826
623,2021-09-17,5115
624,2021-09-18,4544
625,2021-09-19,4576
626,2021-09-20,3836
627,2021-09-21,2405
628,2021-09-22,3374
629,2021-09-23,3963
630,2021-09-24,4053
631,2021-09-25,3790
632,2021-09-26,3519
633,2021-09-27,3099
634,2021-09-28,1773
635,2021-09-29,2962
636,2021-09-30,3212
637,2021-10-01,4094
638,2021-10-02,3403
639,2021-10-03,3309
640,2021-10-04,2967
641,2021-10-05,1612
642,2021-10-06,2463
643,2021-10-07,3232
644,2021-10-08,2933
645,2021-10-09,3017
646,2021-10-10,2747
647,2021-10-11,2278
648,2021-10-12,1516
649,2021-10-13,2486
650,2021-10-14,2769
651,2021-10-15,2666
652,2021-10-16,2729
653,2021-10-17,2982
654,2021-10-18,2435
655,2021-10-19,1594
656,2021-10-20,2695
657,2021-10-21,3699
658,2021-10-22,3791
659,2021-10-23,3879
660,2021-10-24,3905
661,2021-10-25,3723
662,2021-10-26,2535
663,2021-10-27,4053
664,2021-10-28,4595
665,2021-10-29,4863
666,2021-10-30,5332
667,2021-10-31,4877
668,2021-11-01,4525
669,2021-11-02,2818
670,2021-11-03,2831
671,2021-11-04,5188
672,2021-11-05,5902
673,2021-11-06,6761
674,2021-11-07,6760
675,2021-11-08,5822
676,2021-11-09,4547
677,2021-11-10,6111
678,2021-11-11,8033
679,2021-11-12,8697
680,2021-11-13,8522
681,2021-11-14,8539
682,2021-11-15,7565
683,2021-11-16,5199
684,2021-11-17,7815
685,2021-11-18,10167
686,2021-11-19,10645
687,2021-11-20,10554
688,2021-11-21,11540
689,2021-11-22,9707
690,2021-11-23,6403
691,2021-11-24,10044
692,2021-11-25,12450
693,2021-11-26,13756
694,2021-11-27,13681
695,2021-11-28,12869
696,2021-11-29,12927
697,2021-11-30,7972
698,2021-12-01,12757
699,2021-12-02,15073
700,2021-12-03,16810
701,2021-12-04,17015
702,2021-12-05,16627
703,2021-12-06,15010
704,2021-12-07,9494
705,2021-12-08,15742
706,2021-12-09,17946
707,2021-12-10,12516
708,2021-12-11,20490
709,2021-12-12,21035
710,2021-12-13,19212
711,2021-12-14,12704
712,2021-12-15,20665
713,2021-12-16,23190
714,2021-12-17,26104
715,2021-12-18,28615
716,2021-12-19,28057
717,2021-12-20,24303
718,2021-12-21,16205
719,2021-12-22,30783
720,2021-12-23,36326
721,2021-12-24,44585
722,2021-12-25,50590
723,2021-12-26,54787
724,2021-12-27,24882
725,2021-12-28,30799
726,2021-12-29,78300
727,2021-12-30,98016
728,2021-12-31,127000
729,2022-01-01,144255
730,2022-01-02,141352
731,2022-01-03,61041
732,2022-01-04,68034
733,2022-01-05,170837
734,2022-01-06,189088
735,2022-01-07,219430
736,2022-01-08,108297
737,2022-01-09,197535
738,2022-01-10,155642
739,2022-01-11,117405
740,2022-01-12,220519
741,2022-01-13,196205
742,2022-01-14,184577
743,2022-01-15,200869
744,2022-01-16,192936
745,2022-01-17,157465
746,2022-01-18,83387
747,2022-01-19,228123
748,2022-01-20,200966
749,2022-01-21,198865
750,2022-01-22,185600
751,2022-01-23,177335
752,2022-01-24,142487
753,2022-01-25,77666
754,2022-01-26,215051
755,2022-01-27,167166
756,2022-01-28,156040
757,2022-01-29,144347
758,2022-01-30,137427
759,2022-01-31,104110
760,2022-02-01,57631
761,2022-02-02,133306
762,2022-02-03,119323
763,2022-02-04,112956
764,2022-02-05,100900
765,2022-02-06,93192
766,2022-02-07,78943
767,2022-02-08,41602
768,2022-02-09,102429
769,2022-02-10,81669
770,2022-02-11,76195
771,2022-02-12,67478
772,2022-02-13,62221
773,2022-02-14,52345
774,2022-02-15,28776
775,2022-02-16,71023
776,2022-02-17,59869
777,2022-02-18,58055
778,2022-02-19,53700
779,2022-02-20,50675
780,2022-02-21,42202
781,2022-02-22,24484
782,2022-02-23,60137
783,2022-02-24,49162
784,2022-02-25,47493
785,2022-02-26,42069
786,2022-02-27,39360
787,2022-02-28,31878
788,2022-03-01,18278
789,2022-03-02,47136
790,2022-03-03,37946
791,2022-03-04,42588
792,2022-03-05,38353
793,2022-03-06,41364
794,2022-03-07,35889
795,2022-03-08,22662
796,2022-03-09,60753
797,2022-03-10,49815
798,2022-03-11,55156
799,2022-03-12,53961
800,2022-03-13,54669
801,2022-03-14,50079
802,2022-03-15,29698
803,2022-03-16,86414
804,2022-03-17,74147
805,2022-03-18,82368
806,2022-03-19,78577
807,2022-03-20,75768
808,2022-03-21,61564
809,2022-03-22,33445
810,2022-03-23,96904
811,2022-03-24,78358
812,2022-03-25,82648
813,2022-03-26,76397
814,2022-03-27,74616
815,2022-03-28,60612
816,2022-03-29,31560
817,2022-03-30,100296
818,2022-03-31,71411
819,2022-04-01,74364
820,2022-04-02,77040
821,2022-04-03,71412
822,2022-04-04,55009
823,2022-04-05,31329
824,2022-04-06,88914
825,2022-04-07,69885
826,2022-04-08,70123
827,2022-04-09,67641
828,2022-04-10,64421
829,2022-04-11,53920
830,2022-04-12,28705
831,2022-04-13,84056
832,2022-04-14,62586
833,2022-04-15,65617
834,2022-04-16,62290
835,2022-04-17,64533
836,2022-04-18,52253
837,2022-04-19,18588
838,2022-04-20,27326
839,2022-04-21,100440
840,2022-04-22,75995
841,2022-04-23,73744
842,2022-04-24,71028
843,2022-04-25,56848
844,2022-04-26,25282
845,2022-04-27,29984
846,2022-04-28,88431
847,2022-04-29,70034
848,2022-04-30,59395
849,2022-05-01,54017
850,2022-05-02,41591
851,2022-05-03,19068
852,2022-05-04,62409
853,2022-05-05,47643
854,2022-05-06,48715
855,2022-05-07,44364
856,2022-05-08,40783
857,2022-05-09,31225
858,2022-05-10,17421
859,2022-05-11,56199
860,2022-05-12,42683
861,2022-05-13,39483
862,2022-05-14,39029
863,2022-05-15,36334
864,2022-05-16,27726
865,2022-05-17,13776
866,2022-05-18,44901
867,2022-05-19,30927
868,2022-05-20,30722
869,2022-05-21,26818
870,2022-05-22,24246
871,2022-05-23,18289
872,2022-05-24,10021
873,2022-05-25,31860
874,2022-05-26,22999
875,2022-05-27,22636
876,2022-05-28,20051
877,2022-05-29,18622
878,2022-05-30,15136
879,2022-05-31,7846
880,2022-06-01,24687
881,2022-06-02,18822
882,2022-06-03,17718
883,2022-06-04,9692
884,2022-06-05,22809
885,2022-06-06,15522
886,2022-06-07,8616
887,2022-06-08,28547
888,2022-06-09,22925
889,2022-06-10,23534
890,2022-06-11,22012
891,2022-06-12,22458
892,2022-06-13,19310
893,2022-06-14,10668
894,2022-06-15,39844
895,2022-06-16,32809
896,2022-06-17,37068
897,2022-06-18,36170
898,2022-06-19,34971
899,2022-06-20,34255
900,2022-06-21,16905
901,2022-06-22,63264
902,2022-06-23,54873
903,2022-06-24,57432
904,2022-06-25,56410
905,2022-06-26,56873
906,2022-06-27,49325
907,2022-06-28,25019
908,2022-06-29,84161
909,2022-06-30,95455
910,2022-07-01,84234
911,2022-07-02,86900
912,2022-07-03,85943
913,2022-07-04,72917
914,2022-07-05,36885
915,2022-07-06,133015
916,2022-07-07,110017
917,2022-07-08,108386
918,2022-07-09,101863
919,2022-07-10,98901
920,2022-07-11,81563
921,2022-07-12,83761
922,2022-07-13,144058
923,2022-07-14,111591
924,2022-07-15,108632
925,2022-07-16,97936
926,2022-07-17,91384
927,2022-07-18,68996
928,2022-07-19,32051
929,2022-07-20,121103
930,2022-07-21,86801
931,2022-07-22,81535
932,2022-07-23,71667
933,2022-07-24,69174
934,2022-07-25,51875
935,2022-07-26,24117
936,2022-07-27,88651
937,2022-07-28,64400
938,2022-07-29,60826
939,2022-07-30,54417
940,2022-07-31,50297
941,2022-08-01,37252
942,2022-08-02,19520
943,2022-08-03,65099
944,2022-08-04,45956
945,2022-08-05,42959
946,2022-08-06,38215
947,2022-08-07,34997
948,2022-08-08,26656
949,2022-08-09,11975
950,2022-08-10,43078
951,2022-08-11,31699
952,2022-08-12,28423
953,2022-08-13,26689
954,2022-08-14,24785
955,2022-08-15,19455
956,2022-08-16,9893
957,2022-08-17,8941
958,2022-08-18,36261
959,2022-08-19,27291
960,2022-08-20,24689
961,2022-08-21,24392
962,2022-08-22,19470
963,2022-08-23,10417
964,2022-08-24,35357
965,2022-08-25,25388
966,2022-08-26,23435
967,2022-08-27,21995
968,2022-08-28,21802
969,2022-08-29,17647
970,2022-08-30,8347
971,2022-08-31,31087
972,2022-09-01,21814
973,2022-09-02,20498
974,2022-09-03,19158
975,2022-09-04,17660
976,2022-09-05,13196
977,2022-09-06,6608
978,2022-09-07,24848
979,2022-09-08,17570
980,2022-09-09,17317
981,2022-09-10,15542
982,2022-09-11,15563
983,2022-09-12,12315
984,2022-09-13,6411
985,2022-09-14,23158
986,2022-09-15,18849
987,2022-09-16,17973
988,2022-09-17,17362
989,2022-09-18,17150
990,2022-09-19,12081
991,2022-09-20,8257
992,2022-09-21,28385
993,2022-09-22,21188
994,2022-09-23,22523
995,2022-09-24,21083
996,2022-09-25,22360
997,2022-09-26,18794
998,2022-09-27,10006
