firstDerivate_new_cases,smoothedFD_new_cases,secondDerivate_new_cases
-0.0003678870499601375,-0.00027669780957693854,-3.400327059390829e-06
-0.00036580438461035134,-0.0002793044044866256,-2.606594909687046e-06
-0.00036293124098384436,-0.00028114496094866243,-1.8405564620368456e-06
-0.0003592902056049393,-0.00028224922546947934,-1.1042645208169072e-06
-0.00035493323690587684,-0.0002826486857192282,-3.994602497488426e-07
-0.0003499385708387974,-0.00028237626988070343,2.724158385247473e-07
-0.0003443201654927848,-0.00028146606200413785,9.102078765655872e-07
-0.00033812423394424286,-0.0002799530320988969,1.5130299052409598e-06
-0.0003314130694293694,-0.0002778727838238122,2.0802482750846888e-06
-0.00032421160371495783,-0.0002752613184979857,2.6114653258265015e-06
-0.0003165738537198211,-0.00027215481688688386,3.1065016111018378e-06
-0.0003085105184325032,-0.00026858943690475224,3.565379982131613e-06
-0.00030018322884151506,-0.0002646011295997732,3.988307304979061e-06
-0.0002915209750847308,-0.0002602254701502793,4.375659449493911e-06
-0.0002826003862599312,-0.00025549750548575854,4.727964664520733e-06
-0.0002735217381405813,-0.00025045161594733047,5.045889538428069e-06
-0.00026425861895187485,-0.0002451213925292821,5.3302234180483896e-06
-0.00025488321565105086,-0.00023953952661886184,5.581865910420244e-06
-0.0002454692830686795,-0.00023373771403507884,5.801812583782997e-06
-0.00023604934973176991,-0.00022774657006810215,5.9911439669766905e-06
-0.0002266586392142382,-0.00022159555678003215,6.151013288070001e-06
-0.0002173109581891288,-0.00021531291950076462,6.2826372792675294e-06
-0.0002080463810149244,-0.0002089256360630511,6.3872834377135175e-06
-0.0001988589494627607,-0.00020245937374849002,6.466262314561079e-06
-0.00018984117364337317,-0.00019593845542726122,6.520918321228805e-06
-0.00018103998822755754,-0.0001893858347001876,6.552620727073611e-06
-0.00017241235143488276,-0.00018282307863988628,6.56275606030133e-06
-0.00016403048773415288,-0.00017627035806228188,6.552720577604395e-06
-0.0001558314080529542,-0.00016974644442695373,6.523913635328151e-06
-0.0001478823533674835,-0.00016326871364965854,6.477730777295189e-06
-0.00014015738898225452,-0.00015685315628640955,6.415557363248991e-06
-0.00013268203712582787,-0.00015051439277008902,6.338763516320527e-06
-0.00012550223389276843,-0.00014426569399060267,6.2486987794863535e-06
-0.0001186068996894313,-0.00013811900738296983,6.146686607632842e-06
-0.00011194204371915099,-0.00013208498653802014,6.034020844949685e-06
-0.00010553802866181648,-0.00012617302527485194,5.911961263168204e-06
-9.940579118977591e-05,-0.00012039129479394638,5.781730480905559e-06
-9.351036703388006e-05,-0.00011474678465534159,5.644510138604796e-06
-8.786331248137897e-05,-0.00010924534589930902,5.501438756032564e-06
-8.24756042513222e-05,-0.00010389173665547928,5.353609243829744e-06
-7.737955118141261e-05,-9.868966979994606e-05,5.202066855533217e-06
-7.250716968915322e-05,-9.364186152781342e-05,5.047808272132636e-06
-6.785347240990231e-05,-8.875008176932323e-05,4.89177975849019e-06
-6.346636786850506e-05,-8.401520468784925e-05,4.73487708147399e-06
-5.926018263980909e-05,-7.943726031868966e-05,4.57794436915958e-06
-5.526787876479781e-05,-7.501548526996099e-05,4.421775048728678e-06
-5.151541084697647e-05,-7.074837509681965e-05,4.26711017314134e-06
-4.7972548790317735e-05,-6.663373391854624e-05,4.114641178273407e-06
-4.4670608001235856e-05,-6.266872552444941e-05,3.965008394096826e-06
-4.1519984450416646e-05,-5.884992195202136e-05,3.818803572428057e-06
-3.85558971798235e-05,-5.5173351917049526e-05,3.6765700349718314e-06
-3.576688524104866e-05,-5.163454780426476e-05,3.5388041127847663e-06
-3.3126057517198545e-05,-4.8228592264041595e-05,3.4059555402231645e-06
-3.0691077879466556e-05,-4.495016187954009e-05,3.278430384501507e-06
-2.8404054831262246e-05,-4.179357086145902e-05,3.1565910180810685e-06
-2.6205798129160483e-05,-3.875281305539927e-05,3.04075780605975e-06
-2.4175478509449923e-05,-3.58216016277445e-05,2.9312114276547718e-06
-2.2233515826559826e-05,-3.2993407313879626e-05,2.8281943138648718e-06
-2.042495108461233e-05,-3.026149694381799e-05,2.731910370061638e-06
-1.8685919580622642e-05,-2.7618970148098668e-05,2.6425267957193203e-06
-1.7057822101043067e-05,-2.5058792916994145e-05,2.5601772311045236e-06
-1.5487316690100802e-05,-2.2573832593919538e-05,2.4849603230746068e-06
-1.3974578656618213e-05,-2.015689038619933e-05,2.4169422077202092e-06
-1.2523636721980657e-05,-1.7800734311350446e-05,2.356156074848882e-06
-1.1106880129159967e-05,-1.5498126892975897e-05,2.3026074183745497e-06
-9.723888288568896e-06,-1.324185786836085e-05,2.256269024615046e-06
-8.374720582336e-06,-1.1024775600027169e-05,2.217082268333682e-06
-7.019215906233899e-06,-8.83981293637206e-06,2.1849626636551097e-06
-5.699616425154479e-06,-6.680019367723674e-06,2.1597935686483855e-06
-4.360252541916977e-06,-4.538587084250819e-06,2.1414322834728543e-06
-3.012692494928741e-06,-2.40888313536077e-06,2.1297039488900496e-06
-1.6460731590659406e-06,-2.844696003366089e-07,2.1244135350241608e-06
-2.69250205740465e-07,1.8408595859799947e-06,2.1253291863166036e-06
1.13896283028222e-06,3.9730547683193165e-06,2.1321951823393216e-06
2.5760967633839914e-06,6.117784515917914e-06,2.1447297475985978e-06
4.0908318528971085e-06,8.2804047535024e-06,2.1626202375844865e-06
5.6424573200569705e-06,1.0465934922909048e-05,2.185530169406647e-06
7.249564529554367e-06,1.2679030752933772e-05,2.2130958300247244e-06
8.894056165192031e-06,1.4923967650097436e-05,2.2449368971636635e-06
1.0623925676680026e-05,1.720460800238863e-05,2.2806403522911935e-06
1.2442195370839177e-05,1.952438626397896e-05,2.319778261590331e-06
1.4319260074255151e-05,2.18862894762848e-05,2.3619032123058403e-06
1.6311284937036395e-05,2.4292842573553077e-05,2.406553097268276e-06
1.8391691814555492e-05,2.6746095384203578e-05,2.4532528106505014e-06
2.0571324453851417e-05,2.9247620646436208e-05,2.50152526223263e-06
2.286562702981344e-05,3.179851708536764e-05,2.5508964389314283e-06
2.5267849634342957e-05,3.4399401947050134e-05,2.6008848616824976e-06
2.7821094936102738e-05,3.7050435515843264e-05,2.65103356879313e-06
3.0497675981996063e-05,3.9751335727289745e-05,2.700900211446481e-06
3.33105406592146e-05,4.25014071463231e-05,2.750071419033352e-06
3.628477432316324e-05,4.529958409246083e-05,2.7981769461377307e-06
3.9389517579262135e-05,4.814447805667455e-05,2.8448939642137193e-06
4.2651750351491114e-05,5.1034445270358047e-05,2.8899672136834995e-06
4.6055316613030856e-05,5.396765262335925e-05,2.9332073530012045e-06
4.96209858876493e-05,5.694216977851211e-05,2.974517155152858e-06
5.3330542574380694e-05,5.995606924975761e-05,3.0138994712454985e-06
5.7184555563330203e-05,6.300754039998323e-05,3.05147115022562e-06
6.117562581275937e-05,6.609501971372922e-05,3.087479313745994e-06
6.526467680146144e-05,6.921733672641529e-05,3.1223170126860688e-06
6.947726353067891e-05,7.237387372429114e-05,3.1565369978758486e-06
7.376024140999483e-05,7.556473604776957e-05,3.1908623234784263e-06
7.811698427521345e-05,7.87909398122151e-05,3.2262037644455285e-06
8.252069937169813e-05,8.205461112491867e-05,3.2636713127035726e-06
8.696280864971869e-05,8.535919847450962e-05,3.304587349590955e-06
9.13570529172715e-05,8.870969506094583e-05,3.3504965864362106e-06
9.573390999737582e-05,9.21128722195202e-05,3.4031771585743716e-06
9.999445010338594e-05,9.55775195068557e-05,3.4646472873354995e-06
0.00010414209439465897,9.911468470243707e-05,3.537165195581366e-06
0.00010816613483294584,0.00010273792299090921,3.6232382884721407e-06
0.00011203394427432723,0.00010646354310238159,3.7256201114723803e-06
0.00011567832750344594,0.00011031085036317337,3.84730726079178e-06
0.00011909443118380885,0.00011430238627253843,3.991535909365058e-06
0.0001222393717399844,0.00011846415442618241,4.161768153643981e-06
0.0001250350933424708,0.00012282583803274725,4.3616836065648364e-06
0.00012750780526937225,0.00012742099154880289,4.595153516055641e-06
0.00012972804599545957,0.00013228722285690044,4.866231308097558e-06
0.00013163718810531386,0.0001374663366822434,5.1791138253429625e-06
0.00013321492127053858,0.00014300445782508274,5.538121142839331e-06
0.00013450944970342434,0.0001489521139799784,5.947656154895652e-06
0.00013550251092306516,0.000155364282829469,6.412168849490615e-06
0.00013624181111771428,0.00016230039883511664,6.936116005647636e-06
0.00013663899300473022,0.00016982430260430444,7.5239037691878e-06
0.0001370053428289492,0.00017800414481208187,8.179842207777427e-06
0.00013739675725006097,0.00018691223245918706,8.908087647105194e-06
0.00013766858993947972,0.00019662481760739035,9.712585148203293e-06
0.00013811116052990687,0.0002072218160773555,1.059699846996516e-05
0.00013865471556532248,0.0002187864629011118,1.1564646823756299e-05
0.00013954071433373415,0.00023140490164618498,1.261843874507317e-05
0.0001406155308540458,0.00024516569088298286,1.3760789236797881e-05
0.00014256920880429975,0.0002601592470783705,1.4993556195387636e-05
0.00014519124331581652,0.0002764772040635821,1.6317956985211575e-05
0.00014865324448243376,0.00029421169886634474,1.7734494802762663e-05
0.00015327266143349942,0.0003134545908457781,1.924289197943334e-05
0.00015901416854181925,0.00033429659395339454,2.084200310761646e-05
0.00016608483339369904,0.00035682634431485053,2.2529750361455995e-05
0.0001745072109326385,0.00038112939833808264,2.430305402323211e-05
0.00018522924281579208,0.0004072871664447646,2.615776810668195e-05
0.0001978935495954492,0.0004353757846617587,2.8088618216994096e-05
0.00021291087309136154,0.00046546493985759416,3.0089155195835474e-05
0.00023044671935599625,0.0004976166584566523,3.215171859905809e-05
0.00025071667599411724,0.0005318840418042653,3.426738334761303e-05
0.0002736207173065315,0.0005683099978189696,3.6425956014704336e-05
0.00029966618830802594,0.0006069259473419805,3.861594952301087e-05
0.00032979091309412803,0.0006477505365491853,4.0824589207204796e-05
0.00036321726770140866,0.0006907883701650614,4.303783361587609e-05
0.0004008355168191799,0.0007360287712199697,4.524040105490835e-05
0.00044258141614847424,0.0007834445860723058,4.7415814852336084e-05
0.0004884620035232271,0.0008329910583423429,4.9546472270037127e-05
0.0005388794127183273,0.0008846047889600194,5.1613730617676434e-05
0.000593849127254532,0.0009382027866103174,5.359799765029805e-05
0.0006540824889392886,0.0009936816454810852,5.547885887076777e-05
0.0007192242416378808,0.0010509168569018874,5.723521142080219e-05
0.0007894416510016971,0.0011097622802728525,5.88454233709651e-05
0.0008647541410647386,0.0011700497822757627,6.0287502002910175e-05
0.0009450433381068442,0.0012315890717799294,6.153928950416673e-05
0.0010301938445479927,0.0012941677387175502,6.257866693762078e-05
0.0011202400087114046,0.0013575515090085586,6.338377029100847e-05
0.001215201417517308,0.0014214847337331352,6.393322472457658e-05
0.0013147516722755263,0.0014856911207747822,6.420638704164702e-05
0.0014185376932280142,0.0015498747162729844,6.418359549820217e-05
0.0015260261204203367,0.001613721137273563,6.384642100057858e-05
0.00163681545073973,0.001676899063554838,6.317792628127497e-05
0.001750281267956278,0.001739061984890901,6.216292133606294e-05
0.0018659533009207536,0.0017998501950538333,6.07882101629324e-05
0.001983421407561626,0.0018588930262426438,5.904283118881052e-05
0.0021016212408097174,0.0019158113211934788,5.691829495083501e-05
0.0022198514165849975,0.001970220112535284,5.4408791341805166e-05
0.002337128409690317,0.0020217315000728223,5.151138753753826e-05
0.002452400048586552,0.002069957699907178,4.822619983435583e-05
0.0025648305657614903,0.0021145142433066045,4.4556543399426433e-05
0.00267323441908586,0.0021550232859088134,4.050904260220886e-05
0.0027768882862895944,0.0021911170060356843,3.609372012687096e-05
0.002874369247063982,0.0022224410540679375,3.13240480322532e-05
0.0029649529673815567,0.00224865801087725,2.621695680931225e-05
0.0030472725533330566,0.0022694508223046854,2.0792811427435606e-05
0.0031203305960361555,0.002284526168007431,1.5075345702745754e-05
0.003182990067929291,0.002293617726575157,9.09155856772606e-06
0.00323420792250962,0.002296489281728411,2.8715551532538727e-06
0.003273561557601626,0.0022929376518070702,-3.5516299213408584e-06
0.0032999296305066678,0.002282795386545091,-1.014226526197936e-05
0.003312490323165884,0.00226593319815084,-1.686218839425102e-05
0.003310571877538207,0.0022422620890550945,-2.3671109095745307e-05
0.003293902363975143,0.0022117351481118815,-3.052694094321301e-05
0.003261897016721027,0.0021743489895551045,-3.738615855677701e-05
0.0032142434944163883,0.0021301447812673395,-4.420420828776502e-05
0.003151205920256528,0.002079208889504215,-5.09358917631245e-05
0.0030725236305563786,0.0020216730778876107,-5.753581161660427e-05
0.0029786026237638707,0.001957714275911208,-6.395880197640263e-05
0.0028695853926291176,0.0018875538992537458,-7.016037665746227e-05
0.0027456550547266673,0.0018114567329178773,-7.609716633586849e-05
0.0026080599825375472,0.001729729372713392,-8.172736020448535e-05
0.002457410740756033,0.0016427182246967849,-8.701114801660712e-05
0.0022946993644119146,0.0015508071208543096,-9.191110384247528e-05
0.00212099397549928,0.0014544145201540516,-9.639260070025803e-05
0.0019375241026441392,0.0013539903619728321,-0.00010042415818121942
0.0017451535392206952,0.0012500125786322335,-0.00010397778334059866
0.001545149722263009,0.0011429833321218322,-0.0001070292465104013
0.001339751775575937,0.0010334249804063859,-0.00010955835171544632
0.0011298136034324086,0.0009218758359382917,-0.00011154914446809413
0.0009174040668267769,0.0008088857813442708,-0.00011299005459402091
0.0007038275355170376,0.0006950117466851392,-0.0001138740346591316
0.0004903975769547791,0.0005808131373229117,-0.00011419860936222749
0.00027892793818681816,0.0004668472426921637,-0.000113965894630748
7.103830338120454e-05,0.0003536646974364043,-0.00011318254525575941
-0.00013202741822376796,0.00024180501799558917,-0.00011185967944081515
-0.0003289756111423403,0.00013179227517239893,-0.00011001274282319024
-0.0005180105240209093,2.4130970091226286e-05,-0.00010766130508117264
-0.0006981749523850278,-8.069788262830014e-05,-0.00010482885271952643
-0.000868346309325918,-0.00018224038686894434,-0.0001015425042406442
-0.00102762677588987,-0.00028007310007461834,-9.7832713205674e-05
-0.001175033763744851,-0.0003738060136200209,-9.373291354540254e-05
-0.0013100508894835078,-0.00046308517592633043,-8.927916230630956e-05
-0.0014319979554117124,-0.0005475949277671471,-8.450975184081663e-05
-0.0015402379677183359,-0.0006270597149926995,-7.946478722555244e-05
-0.0016346258092287541,-0.0007012454864199157,-7.418577142721621e-05
-0.0017151636036421697,-0.0007699606612624562,-6.871517484254052e-05
-0.0017818360085773421,-0.0008330566643325078,-6.30960030700516e-05
-0.001834719199684559,-0.000890428022965155,-5.73713586326472e-05
-0.0018741990197717329,-0.0009420120615778906,-5.158403861273554e-05
-0.0019006572730216054,-0.0009877881655272573,-4.577610394936678e-05
-0.0019143775488328352,-0.0010277766693059162,-3.9988503778658896e-05
-0.001916036184404668,-0.0010620373723250138,-3.4260703019097513e-05
-0.0019066046149951582,-0.0010906677084062228,-2.863033608120906e-05
-0.001886640502511125,-0.0011138006033525193,-2.3132894946296468e-05
-0.0018569783788970201,-0.0011316020422782733,-1.7801438925754047e-05
-0.00181848236635003,-0.00114426838701759,-1.2666344739316673e-05
-0.0017721116633772488,-0.0011520234883931515,-7.755101375561506e-06
-0.0017185271542014546,-0.0011551156099910292,-3.0921215978777124e-06
-0.0016588205787984173,-0.0011538142202479323,1.3013897430969468e-06
-0.0015940107328726721,-0.0011484066686857052,5.4075515622271225e-06
-0.001524908650532869,-0.0011391948152675408,9.211853418164334e-06
-0.0014524607135639467,-0.0011264916169802957,1.2703198287245107e-05
-0.001377546906907487,-0.0011106177333929902,1.587388358730555e-05
-0.0013010716568263303,-0.001091898172553568,1.8719560839422153e-05
-0.001223441590479754,-0.001070659017980828,2.123915457273996e-05
-0.0011458826050850246,-0.0010472242615833555,2.3434756397472563e-05
-0.0010690449326934415,-0.0010219127787768876,2.531148280646785e-05
-0.0009935324260443301,-0.000995035473386196,2.6877305390691705e-05
-0.0009200545322257392,-0.0009668925993290952,2.8142874057100775e-05
-0.0008491483888644208,-0.0009377712996200442,2.9121299709050988e-05
-0.0007814850656956279,-0.0009079433878131847,2.9827911806859465e-05
-0.0007170052830258872,-0.0008776633601849177,3.0280027628267012e-05
-0.0006569187831915596,-0.0008471666717896787,3.0496688395239007e-05
-0.0006011081981239091,-0.0008166682773326421,3.0498394457036592e-05
-0.0005499215038872185,-0.0007863614540129338,3.0306823319708326e-05
-0.0005038113782305648,-0.0007564168981505322,2.9944555862401528e-05
-0.00046270844819322476,-0.0007269820949734087,2.94348031771235e-05
-0.00042685464465819223,-0.0006981809732372404,2.8801121736168303e-05
-0.0003958182569341745,-0.0006701138238666536,2.8067149370586864e-05
-0.00037046119304066927,-0.0006428574945109134,2.725632935574019e-05
-0.0003499610522808144,-0.0006164658164579448,2.6391678052968548e-05
-0.000334467532468144,-0.0005909702898879936,2.5495526569951216e-05
-0.00032364902784494387,-0.0005663809968247804,2.4589293063213228e-05
-0.0003171125691112664,-0.0005426876999036486,2.3693296921131757e-05
-0.0003143798259031688,-0.0005198611584083953,2.2826541495253355e-05
-0.0003149609169435519,-0.0004978546021414202,2.200655626697506e-05
-0.00031917274831451403,-0.00047660536477250567,2.124923736891455e-05
-0.00032550065382684623,-0.0004560366318345893,2.0568732937916356e-05
-0.00033409886268019606,-0.00043605931237792207,1.9977319456667244e-05
-0.0003440914323420835,-0.0004165739723349482,1.948534004297389e-05
-0.00035485431651498256,-0.0003974728397990774,1.910113253587078e-05
-0.0003661887569407912,-0.0003786418575875318,1.8830982211545612e-05
-0.0003767755802100703,-0.0003599627279743058,1.8679129613225983e-05
-0.0003870875272968394,-0.0003413149599434522,1.8647768030853596e-05
-0.0003959226951364275,-0.00032257788453340865,1.873707541004356e-05
-0.0004030330927785042,-0.000303632628969705,1.8945255563703638e-05
-0.0004079777539138449,-0.0002843640049716845,1.9268623998020483e-05
-0.0004104030099808184,-0.00026466232229395344,1.9701682677731084e-05
-0.0004099337189565899,-0.00024442509955914456,2.0237222734808885e-05
-0.00040597952917460767,-0.00022355865212596846,2.0866447433176094e-05
-0.00039888258537202487,-0.0002019795494483324,2.1579102677636065e-05
-0.000388258807182032,-0.00017961593714674266,2.2363612301589737e-05
-0.0003739288203135349,-0.00015640870417590495,2.3207232970837713e-05
-0.0003557593118235017,-0.0001323124880599707,2.4096216115934238e-05
-0.0003338460383584402,-0.00010729651692166737,2.5015971138303336e-05
-0.000307738678678067,-8.134528889018077e-05,2.5951228031486606e-05
-0.00027835057605333363,-5.4459071683825015e-05,2.6886217206355752e-05
-0.0002452800012104281,-2.665422870269788e-05,2.7804842981127136e-05
-0.00020855616621150153,2.036619904518831e-06,2.8690848607216708e-05
-0.00016852435482920397,3.156461198439057e-05,2.952799207987174e-05
-0.00012520129501476102,6.186482888946336e-05,3.0300216905072792e-05
-7.887318257291526e-05,9.285664554154567e-05,3.0991816652082305e-05
-2.9925086723635308e-05,0.00012444422931550805,3.158758377396238e-05
2.2025721634538753e-05,0.00015651720471585612,3.207297540034807e-05
7.625240827917323e-05,0.00018895145916205742,3.24342544462013e-05
0.00013254566103545334,0.00022161008482785632,3.26586256657989e-05
0.0001903454592357412,0.000254344450137814,3.273436530995769e-05
0.0002498144335491559,0.00028699539474248453,3.265094460467053e-05
0.00031040113362822835,0.00031939453174952877,3.239913700704423e-05
0.00037173992982787035,0.00035136564239815834,3.197111064862958e-05
0.0004337596288520665,0.00038272616824565955,3.13605258475012e-05
0.0004958694424878618,0.0004132887710333786,3.056260278771903e-05
0.0005576547180141112,0.0004428629549470602,2.9574183913681632e-05
0.0006187493739376257,0.00047125673182942115,2.8393776882360943e-05
0.000678661902888851,0.0004982783330561351,2.7021601226713933e-05
0.0007367490216573375,0.0005237379272733393,2.5459594217204225e-05
0.0007925896715037448,0.0005474493435240633,2.3711416250724038e-05
0.0008462226950501361,0.0005692317918651933,2.1782448341129985e-05
0.0008964981487057516,0.0005889115468146263,1.9679754949432924e-05
0.0009432141528014498,0.0006063235927640651,1.7412045949438877e-05
0.0009856869182458677,0.0006213132040373995,1.4989611273334333e-05
0.001023765426540424,0.0006337374635395194,1.2424259502119908e-05
0.0010570743263084298,0.000643466672423264,9.729208883744599e-06
0.0010846113905621374,0.0006503856642746215,6.918991851357519e-06
0.0011065795065423045,0.0006543950048105324,4.009340535910907e-06
0.0011223249417490755,0.0006554120455852094,1.0170407746770043e-06
0.0011316711839018528,0.0006533718423219973,-2.0402032632120624e-06
0.001134247594145446,0.0006482279057389086,-5.143936583088741e-06
0.0011303512735790638,0.000639952801309606,-8.275104429302633e-06
0.0011198080693266,0.0006285385524451537,-1.1414248864452222e-05
0.001101636367844605,0.000613996877436705,-1.4541675008448735e-05
0.0010769597656025143,0.0005963592376859747,-1.763763975073029e-05
0.0010452095650763243,0.0005756766948933856,-2.0682542792589144e-05
0.0010067361021055404,0.0005520195780439662,-2.3657116849419416e-05
0.0009619656673638122,0.0005254769666274793,-2.6542611416486834e-05
0.0009109345113751111,0.0004961559955493711,-2.932097107810822e-05
0.0008537669946131476,0.0004641809642115446,-3.197503133782649e-05
0.0007912259493844248,0.0004296922993871395,-3.448866482440511e-05
0.0007239813764405995,0.00039284535398075216,-3.684694540638734e-05
0.0006518239206552701,0.00035380905724955987,-3.9036296731192294e-05
0.0005756480284755255,0.0003127644444768774,-4.1044612772682485e-05
0.0004959065071147573,0.0002699030588614233,-4.286138561545406e-05
0.0004133674422498318,0.0002254252832724711,-4.4477775588952235e-05
0.0003283986800600991,0.0001795385673965533,-4.588671587591779e-05
0.00024177988096954484,0.00013245561951404907,-4.7082947882504225e-05
0.0001542224963567429,8.439256620254133e-05,-4.8063053311507746e-05
6.599479315382017e-05,3.556709029613582e-05,-4.8825475906405505e-05
-2.2106894349893658e-05,-1.3803415960502338e-05,-4.937050625663816e-05
-0.00010935654394392258,-6.350366728083992e-05,-4.970025132033758e-05
-0.00019524246391354472,-0.00011332224061318141,-4.9818573332341485e-05
-0.00027923428321248445,-0.00016305327069312162,-4.973103007994021e-05
-0.0003608144848907674,-0.00021249803392232405,-4.944476322920244e-05
-0.00043932981588273856,-0.00026146643948527783,-4.896840556295378e-05
-0.0005146429523466972,-0.00030977837212136636,-4.831193263608852e-05
-0.0005862637107941215,-0.00035726490683095846,-4.74865347095921e-05
-0.0006535848901830371,-0.00040376935216986754,-4.650444533890909e-05
-0.0007165189227101437,-0.0004491481456767909,-4.537879350692336e-05
-0.0007748416858286838,-0.0004932715609737468,-4.412341529695592e-05
-0.0008283948665608193,-0.0005360242417714899,-4.275268079774312e-05
-0.0008769260298082393,-0.0005773055467389372,-4.128130496744724e-05
-0.0009206953831962933,-0.0006170297129532307,-3.972416621429351e-05
