,Date_reported,Indicator,SmoothedCases,CutDays
13986,2020-01-03,0.0,3.660650390284218e-07,0
13987,2020-01-04,0.0,4.0273824491924526e-07,0
13988,2020-01-05,0.0,4.4246775918366675e-07,0
13989,2020-01-06,0.0,4.85410122076344e-07,0
13990,2020-01-07,0.0,5.317170020030129e-07,0
13991,2020-01-08,0.0,5.815346455296732e-07,0
13992,2020-01-09,0.0,6.350043501990848e-07,0
13993,2020-01-10,0.0,6.922645126742619e-07,0
13994,2020-01-11,0.0,7.53454991299875e-07,0
13995,2020-01-12,0.0,8.187247600159526e-07,0
13996,2020-01-13,0.0,8.882441327366841e-07,0
13997,2020-01-14,0.0,9.62223220333001e-07,0
13998,2020-01-15,0.0,1.0409387671112052e-06,0
13999,2020-01-16,0.0,1.1247721264934142e-06,0
14000,2020-01-17,0.0,1.214261909488392e-06,0
14001,2020-01-18,0.0,1.3101758154867786e-06,0
14002,2020-01-19,0.0,1.413607383187626e-06,0
14003,2020-01-20,3.016581424108784e-06,1.5261049407199888e-06,0
14004,2020-01-21,0.0,1.649841960066885e-06,0
14005,2020-01-22,0.0,1.7878404148253001e-06,0
14006,2020-01-23,0.0,1.9442616957935253e-06,0
14007,2020-01-24,0.0,2.1247832581374624e-06,0
14008,2020-01-25,1.5082907120543922e-05,2.33708356441931e-06,0
14009,2020-01-26,3.016581424108784e-06,2.591463157023695e-06,0
14010,2020-01-27,0.0,2.9016359416362375e-06,0
14011,2020-01-28,3.016581424108784e-06,3.2857320736959366e-06,0
14012,2020-01-29,0.0,3.7675622665300362e-06,0
14013,2020-01-30,0.0,4.378202894065623e-06,0
14014,2020-01-31,0.0,5.1579718928429855e-06,0
14015,2020-02-01,0.0,6.15887704765032e-06,0
14016,2020-02-02,3.016581424108784e-06,7.447630541000401e-06,0
14017,2020-02-03,3.016581424108784e-06,9.10933630317258e-06,0
14018,2020-02-04,9.049744272326352e-06,1.12519692139306e-05,0
14019,2020-02-05,1.2066325696435136e-05,1.4011776908322736e-05,0
14020,2020-02-06,6.033162848217568e-06,1.755974497035258e-05,0
14021,2020-02-07,0.0,2.2109273605842645e-05,0
14022,2020-02-08,0.0,2.792521721664192e-05,0
14023,2020-02-09,3.016581424108784e-06,3.53344362117676e-05,0
14024,2020-02-10,0.0,4.4738001286148736e-05,0
14025,2020-02-11,0.0,5.662517256043276e-05,0
14026,2020-02-12,0.0,7.158924764882554e-05,0
14027,2020-02-13,0.0,9.034533220023542e-05,0
14028,2020-02-14,6.033162848217568e-06,0.00011375003220489935,0
14029,2020-02-15,3.016581424108784e-06,0.00014282299814924316,0
14030,2020-02-16,3.016581424108784e-06,0.0001787701661825737,0
14031,2020-02-17,0.0,0.0002230084407209068,0
14032,2020-02-18,0.0,0.0002771914470655625,0
14033,2020-02-19,6.033162848217568e-06,0.00034323585335190574,0
14034,2020-02-20,1.5082907120543922e-05,0.000423347621288856,0
14035,2020-02-21,9.049744272326352e-06,0.0005200473987546088,0
14036,2020-02-22,3.016581424108784e-06,0.0006361941197072067,0
14037,2020-02-23,1.5082907120543922e-05,0.000775005734630555,0
14038,2020-02-24,2.4132651392870272e-05,0.0009400758655886885,0
14039,2020-02-25,0.0,0.0011353850725601261,0
14040,2020-02-26,1.2066325696435136e-05,0.0013653053413559505,0
14041,2020-02-27,1.2066325696435136e-05,0.0016345963676012633,0
14042,2020-02-28,2.4132651392870272e-05,0.0019483922252250762,0
14043,2020-02-29,1.5082907120543922e-05,0.0023121770800752393,0
14044,2020-03-01,1.2066325696435136e-05,0.0027317487466342605,0
14045,2020-03-02,2.7149232816979055e-05,0.0032131690932873393,0
14046,2020-03-03,5.429846563395812e-05,0.003762700581469265,0
14047,2020-03-04,0.0001055803498438,0.004386728575408334,0
14048,2020-03-05,0.0001538456526295,0.005091669477628788,0
14049,2020-03-06,0.0002111606996876,0.005883865222560885,0
14050,2020-03-07,0.0002352933510804,0.006769465184308359,0
14051,2020-03-08,0.0003921555851341,0.007754297108809604,0
14052,2020-03-09,0.0004404208879198,0.008843729245828571,0
14053,2020-03-10,0.000639515261911,0.010042526410077664,0
14054,2020-03-11,0.0011764667554024,0.011354703218871515,0
14055,2020-03-12,0.001499240967782,0.01278337821048209,0
14056,2020-03-13,0.0015837052476571,0.014330632917254504,0
14057,2020-03-14,0.002193054695327,0.01599738022621268,0
14058,2020-03-15,0.0029200508185373,0.017783246485485214,0
14059,2020-03-16,0.0036772127559886,0.01968647178931118,0
14060,2020-03-17,0.0064404013404722,0.02170383268446731,0
14061,2020-03-18,0.0071462813937137,0.023830591179495073,0
14062,2020-03-19,0.0097405414184472,0.02606047340473678,0
14063,2020-03-20,0.0146666188840169,0.02838568057299993,0
14064,2020-03-21,0.0184403622455769,0.030796934042511884,0
14065,2020-03-22,0.0228023389848383,0.03328355530831261,0
14066,2020-03-23,0.027481056773631,0.03583358067535382,0
14067,2020-03-24,0.032473499030531,0.03843390923295679,0
14068,2020-03-25,0.0324403166348658,0.04107048159805155,0
14069,2020-03-26,0.0341839006980007,0.04372848576989728,0
14070,2020-03-27,0.0425790468012954,0.04639258539003289,0
14071,2020-03-28,0.0557283252289856,0.04904716477631041,0
14072,2020-03-29,0.0613693324920691,0.05167658434497175,0
14073,2020-03-30,0.0623587711991767,0.05426543949101018,0
14074,2020-03-31,0.078919803217534,0.0567988156984551,0
14075,2020-04-01,0.046865609004954,0.059262532623165325,0
14076,2020-04-02,0.0701656839247703,0.06164337014416807,0
14077,2020-04-03,0.0864974557548952,0.06392926991550639,0
