,Date_reported,New_cases,SmoothedCases,CutDays
11271,2020-10-11,14804,13186.751115998994,0
11272,2020-10-12,8740,13411.01097589937,0
11273,2020-10-13,6768,13640.44123848653,0
11274,2020-10-14,6339,13873.582365431235,0
11275,2020-10-15,12417,14108.832846760282,0
11276,2020-10-16,16425,14344.467457924542,0
11277,2020-10-17,17537,14578.658005676974,0
11278,2020-10-18,18319,14809.49620828437,0
11279,2020-10-19,11956,15035.018307618366,0
11280,2020-10-20,8246,15253.230972760237,0
11281,2020-10-21,15723,15462.138027994868,0
11282,2020-10-22,20931,15659.767523166189,0
11283,2020-10-23,23250,15844.198661615392,0
11284,2020-10-24,23841,16013.58811019209,0
11285,2020-10-25,25042,16166.195236568245,0
11286,2020-10-26,15443,16300.405850351282,0
11287,2020-10-27,11261,16414.754064997862,0
11288,2020-10-28,20018,16507.94194570171,0
11289,2020-10-29,24333,16578.856662492395,0
11290,2020-10-30,24631,16626.584925841107,0
11291,2020-10-31,24196,16650.424542202767,0
11292,2020-11-01,24954,16649.892987265583,0
11293,2020-11-02,16053,16624.732953507817,0
11294,2020-11-03,10982,16574.914884461923,0
11295,2020-11-04,15511,16500.63655960804,0
11296,2020-11-05,22092,16402.319840109998,0
11297,2020-11-06,24191,16280.6047260278,0
11298,2020-11-07,23596,16136.340909864522,0
11299,2020-11-08,23562,15970.577039292863,0
11300,2020-11-09,14589,15784.547923871334,0
11301,2020-11-10,9844,15579.659936920223,0
11302,2020-11-11,16562,15357.474875048178,0
11303,2020-11-12,20618,15119.692544755373,0
11304,2020-11-13,20034,14868.132348770678,0
11305,2020-11-14,19198,14604.714144964562,0
11306,2020-11-15,18446,14331.438648399273,0
11307,2020-11-16,10594,14050.367642804678,0
11308,2020-11-17,6676,13763.604261837347,0
11309,2020-11-18,12840,13473.273593075213,0
11310,2020-11-19,15905,13181.50384885011,0
11311,2020-11-20,14826,12890.408337612795,0
11312,2020-11-21,13201,12602.068457318512,0
11313,2020-11-22,12659,12318.517917979696,0
11314,2020-11-23,7242,12041.72838365467,0
11315,2020-11-24,4619,11773.596704301823,0
11316,2020-11-25,9164,11515.933884720813,0
11317,2020-11-26,10965,11270.455910879977,0
11318,2020-11-27,10028,11038.776523051865,0
11319,2020-11-28,9645,10822.40199025268,0
11320,2020-11-29,9938,10622.727901595867,0
11321,2020-11-30,5499,10441.037947631294,0
11322,2020-12-01,3412,10278.504619095029,0
11323,2020-12-02,7443,10136.19170254317,0
11324,2020-12-03,9516,10015.058403147354,0
11325,2020-12-04,8918,9915.964875802894,0
11326,2020-12-05,8165,9839.678898182963,1
