,Date_reported,New_cases,SmoothedCases,CutDays
0,2020-01-03,0,0.005415594841150201,0
1,2020-01-04,0,0.006297610233388351,0
2,2020-01-05,0,0.007350938248545048,0
3,2020-01-06,0,0.008616040392871541,0
4,2020-01-07,0,0.010144093732031045,0
5,2020-01-08,0,0.011999870928487201,0
6,2020-01-09,0,0.014265353274599631,0
7,2020-01-10,0,0.017044244192800904,0
8,2020-01-11,0,0.020467582584922654,0
9,2020-01-12,0,0.02470069150734529,0
10,2020-01-13,0,0.02995173793165418,0
11,2020-01-14,0,0.036482223645588376,0
12,2020-01-15,0,0.04461977525376412,0
13,2020-01-16,0,0.05477365207836651,0
14,2020-01-17,0,0.06745344355096837,0
15,2020-01-18,0,0.08329148109625692,0
16,2020-01-19,0,0.10306954183681583,0
17,2020-01-20,0,0.1277504706190738,0
18,2020-01-21,0,0.15851539043069965,0
19,2020-01-22,0,0.1968072064654457,0
20,2020-01-23,0,0.2443811328128876,0
21,2020-01-24,0,0.30336297969018705,0
22,2020-01-25,0,0.3763159298042123,0
23,2020-01-26,0,0.4663165012521077,0
24,2020-01-27,0,0.5770403377292049,0
25,2020-01-28,0,0.7128583811493197,0
26,2020-01-29,0,0.8789438636291471,0
27,2020-01-30,0,1.0813904018352762,0
28,2020-01-31,0,1.3273412838377354,0
29,2020-02-01,0,1.625129804030474,0
30,2020-02-02,0,1.9844302229025592,0
31,2020-02-03,0,2.4164186035013393,0
32,2020-02-04,1,2.933942404018295,0
33,2020-02-05,0,3.5516972856594706,0
34,2020-02-06,0,4.286409127661228,0
35,2020-02-07,0,5.157018729384571,0
36,2020-02-08,0,6.184866127261816,0
37,2020-02-09,0,7.393870868790344,0
38,2020-02-10,0,8.81070397641917,0
39,2020-02-11,0,10.464946713916314,0
40,2020-02-12,0,12.389230652993652,0
41,2020-02-13,0,14.619352948607197,0
42,2020-02-14,0,17.19436019108396,0
43,2020-02-15,0,20.156593739101726,0
44,2020-02-16,0,23.55168907956575,0
45,2020-02-17,0,27.4285215408153,0
46,2020-02-18,0,31.839090637826832,0
47,2020-02-19,0,36.838335485613996,0
48,2020-02-20,0,42.48387411179787,0
49,2020-02-21,0,48.835660160036,0
50,2020-02-22,0,55.95555142624763,0
51,2020-02-23,0,63.906785925871354,0
52,2020-02-24,0,72.75336276023434,0
53,2020-02-25,0,82.55932693011964,0
54,2020-02-26,0,93.38795941895191,0
55,2020-02-27,0,105.30087630713139,0
56,2020-02-28,0,118.35704333894607,0
57,2020-02-29,0,132.61171518561082,0
58,2020-03-01,0,148.11531155976465,0
59,2020-03-02,18,164.91224525300436,0
60,2020-03-03,19,183.0397199930913,0
61,2020-03-04,34,202.52651864818145,0
62,2020-03-05,53,223.39180463483294,0
63,2020-03-06,81,245.6439613081588,0
64,2020-03-07,110,269.27949552501985,0
65,2020-03-08,27,294.2820323834106,0
66,2020-03-09,64,320.6214282769439,0
67,2020-03-10,94,348.2530288058352,0
68,2020-03-11,99,377.117096721613,0
69,2020-03-12,174,407.13843294491613,0
70,2020-03-13,250,438.2262108053469,0
71,2020-03-14,338,470.27404005946244,0
72,2020-03-15,179,503.16027302557313,0
73,2020-03-16,214,536.7485604358145,0
74,2020-03-17,387,570.8886594728492,0
75,2020-03-18,422,605.4174910737388,0
76,2020-03-19,534,640.1604381018971,0
77,2020-03-20,713,674.9328705696382,0
78,2020-03-21,662,709.5418788974002,0
79,2020-03-22,469,743.788191371963,0
80,2020-03-23,486,777.468247651613,0
81,2020-03-24,1328,810.3763964786542,0
82,2020-03-25,1195,842.3071827930202,0
83,2020-03-26,1199,873.0576872628175,0
84,2020-03-27,1363,902.4298798988298,0
85,2020-03-28,1518,930.2329489132281,0
86,2020-03-29,844,956.2855663050069,0
87,2020-03-30,683,980.418052769843,0
88,2020-03-31,1738,1002.4744063843275,0
89,2020-04-01,1681,1022.3141620328457,0
90,2020-04-02,1516,1039.8140516478559,0
91,2020-04-03,1478,1054.8694389327948,0
92,2020-04-04,1694,1067.3955062409684,0
93,2020-04-05,922,1077.3281756043207,0
94,2020-04-06,665,1084.624750457639,0
95,2020-04-07,1934,1089.264269306512,0
96,2020-04-08,1515,1091.247567367448,0
97,2020-04-09,1598,1090.597046997852,0
98,2020-04-10,2239,1087.3561624689985,0
99,2020-04-11,2336,1081.5886292568057,0
100,2020-04-12,1029,1073.3773724749974,0
101,2020-04-13,524,1062.8232332947375,0
102,2020-04-14,537,1050.0434561243335,0
103,2020-04-15,1560,1035.16998289989,0
104,2020-04-16,1633,1018.3475839984835,0
105,2020-04-17,1674,999.7318579633004,0
106,2020-04-18,1394,979.4871343594218,0
107,2020-04-19,722,957.7843155961853,0
108,2020-04-20,443,934.7986944001068,0
109,2020-04-21,1276,910.7077837535996,0
110,2020-04-22,1270,885.6891954952714,0
111,2020-04-23,777,859.9186023910108,0
112,2020-04-24,976,833.5678163357975,0
113,2020-04-25,811,806.8030124621096,0
114,2020-04-26,388,779.7831253647726,0
115,2020-04-27,205,752.6584394822996,0
116,2020-04-28,755,725.5693910034237,0
117,2020-04-29,569,698.6455936184766,0
118,2020-04-30,522,672.0050951499628,0
119,2020-05-01,586,645.7538667290466,0
120,2020-05-02,237,619.9855208950299,0
121,2020-05-03,286,594.7812499432575,0
122,2020-05-04,140,570.2099711860423,0
123,2020-05-05,670,546.3286616598953,0
124,2020-05-06,546,523.1828613292396,0
125,2020-05-07,552,500.80732109507716,0
126,2020-05-08,442,479.2267699806687,0
127,2020-05-09,483,458.45677476725723,0
128,2020-05-10,240,438.5046650906185,0
