,Date_reported,Indicator,SmoothedCases,CutDays
9990,2020-01-03,0.0,4.422263032709721e-07,0
9991,2020-01-04,0.0,4.573724466207309e-07,0
9992,2020-01-05,0.0,4.7572914124380445e-07,0
9993,2020-01-06,0.0,4.982265462199382e-07,0
9994,2020-01-07,0.0,5.260400516194099e-07,0
9995,2020-01-08,0.0,5.606509574235465e-07,0
9996,2020-01-09,0.0,6.039211802424199e-07,0
9997,2020-01-10,0.0,6.581849140914728e-07,0
9998,2020-01-11,2.111234395470727e-06,7.26360681587357e-07,0
9999,2020-01-12,2.111234395470727e-06,8.120877807214731e-07,0
10000,2020-01-13,0.0,9.198917575538178e-07,0
10001,2020-01-14,2.111234395470727e-06,1.0553842110221462e-06,0
10002,2020-01-15,0.0,1.225502952587666e-06,0
10003,2020-01-16,0.0,1.438799285453683e-06,0
10004,2020-01-17,0.0,1.705779914316776e-06,0
10005,2020-01-18,0.0,2.0393117188287286e-06,0
10006,2020-01-19,0.0,2.4550982863276945e-06,0
10007,2020-01-20,2.111234395470727e-06,2.97223765802524e-06,0
10008,2020-01-21,0.0,3.6138711455806666e-06,0
10009,2020-01-22,0.0,4.4079332617787376e-06,0
10010,2020-01-23,2.111234395470727e-06,5.388012712589356e-06,0
10011,2020-01-24,0.0,6.5943339450907345e-06,0
10012,2020-01-25,0.0,8.074867859464888e-06,0
10013,2020-01-26,0.0,9.886578894921792e-06,0
10014,2020-01-27,0.0,1.209681371194452e-05,0
10015,2020-01-28,0.0,1.4784834044787385e-05,0
10016,2020-01-29,0.0,1.8043492925976935e-05,0
10017,2020-01-30,0.0,2.198104933944159e-05,0
10018,2020-01-31,0.0,2.6723111409694016e-05,0
10019,2020-02-01,0.0,3.2414692472854155e-05,0
10020,2020-02-02,2.111234395470727e-06,3.9222357820352e-05,0
10021,2020-02-03,0.0,4.733643260907983e-05,0
10022,2020-02-04,0.0,5.6973233480185006e-05,0
10023,2020-02-05,0.0,6.837727795059551e-05,0
10024,2020-02-06,0.0,8.182341680849311e-05,0
10025,2020-02-07,0.0,9.761882577430694e-05,0
10026,2020-02-08,0.0,0.0001161047838480622,0
10027,2020-02-09,0.0,0.00013765815736522787,0
10028,2020-02-10,0.0,0.00016269250118503627,0
10029,2020-02-11,2.111234395470727e-06,0.00019165868203683075,0
10030,2020-02-12,0.0,0.00022504492428387763,0
10031,2020-02-13,0.0,0.0002633761756854701,0
10032,2020-02-14,6.33370318641218e-06,0.0003072126906108086,0
10033,2020-02-15,0.0,0.0003571477310368034,0
10034,2020-02-16,0.0,0.0004138042919714279,0
10035,2020-02-17,0.0,0.00047783076805583036,0
10036,2020-02-18,0.0,0.0005498954923040666,0
10037,2020-02-19,0.0,0.0006306800964250933,0
10038,2020-02-20,0.0,0.0007208716649913464,0
10039,2020-02-21,0.0,0.0008211536827688094,0
10040,2020-02-22,0.0,0.0009321958055243224,0
10041,2020-02-23,2.111234395470727e-06,0.001054642519102887,0
10042,2020-02-24,2.111234395470727e-06,0.0011891007888446248,0
10043,2020-02-25,4.222468790941454e-06,0.0013361268406088484,0
10044,2020-02-26,4.222468790941454e-06,0.00149621225471893,0
10045,2020-02-27,2.111234395470727e-06,0.0016697695937897999,0
10046,2020-02-28,1.4778640768295086e-05,0.0018571178232598652,0
